Fecha,usd,tiie,brent,IPC,WTI,IGAE,INPC,yield_usa,yield_mex
31/12/2008,13.8325,0.086886,45.59,22380.32,44.6,91.89506846,92.36413287,0.97,10.69
16/01/2009,13.9058,0.08585,46.57,20325.39,36.51,88.39548973,92.50205154,0.64,10.575
30/01/2009,14.3097,0.08105,45.88,19565.14,41.68,84.895911,92.40688766,0.31,10.46
13/02/2009,14.4326,0.07935,44.81,19368.1,37.51,83.36846983,92.56480453,0.395,10.1
27/02/2009,15.0698,0.079085,46.35,17752.18,44.76,81.84102866,92.75237393,0.48,9.74
17/03/2009,14.0502,0.07875,48.24,19325.05,49.16,84.35732123,93.03924476,0.425,9.545
31/03/2009,14.1517,0.0715,49.23,19626.75,49.66,86.87361379,93.34404502,0.37,9.35
16/04/2009,13.0511,0.0678,53.06,22189.2,49.98,85.59216827,93.47713653,0.325,9.03
30/04/2009,13.8443,0.062475,50.8,21898.85,51.12,84.31072274,93.55850855,0.28,8.71
15/05/2009,13.2058,0.057921,55.98,23341.72,56.34,85.19617337,93.23784764,0.255,7.8
29/05/2009,13.1667,0.05435,65.52,24331.71,66.31,86.08162399,93.25370829,0.23,6.89
16/06/2009,13.3525,0.05285,70.24,24224.83,70.47,87.13295505,93.37921428,0.245,6.555
30/06/2009,13.1722,0.05085,69.3,24368.38,69.89,88.18428611,93.45506955,0.26,6.22
17/07/2009,13.3895,0.0487,65.38,25741.96,63.56,88.45798423,93.64263894,0.27,5.945
31/07/2009,13.2125,0.04885,71.7,27043.5,69.45,88.73168234,93.69987518,0.28,5.67
17/08/2009,12.9963,0.04867,70.54,27299.58,66.75,87.64263006,93.80331419,0.26,5.705
31/08/2009,13.314,0.049,69.65,28129.95,69.96,86.55357777,93.9881252,0.24,5.74
15/09/2009,13.3475,0.04894,67.35,29625.02,70.93,86.5286514,94.35843683,0.215,5.73
30/09/2009,13.4928,0.0493,69.07,29232.24,70.61,86.50372502,94.37498707,0.19,5.72
16/10/2009,13.1057,0.04915,76.99,30726.3,78.53,88.81211936,94.70185432,0.19,5.625
30/10/2009,13.1479,0.049513,75.2,28646.03,77,91.12051369,94.60255287,0.19,5.53
17/11/2009,13.0875,0.0492,78.97,31400.2,79.14,91.18478327,95.09974968,0.17,5.53
30/11/2009,12.9157,0.04945,78.47,30957.11,77.28,91.24905285,95.18732803,0.15,5.53
17/12/2009,12.9331,0.049575,73.37,31948.41,72.65,91.55265116,95.4293753,0.155,5.43
31/12/2009,13.0659,0.04915,77.93,32120.47,79.36,91.85624946,95.64383883,0.16,5.33
15/01/2010,12.6884,0.04915,77.11,32262.3,78,89.36160814,96.35963672,0.145,5.325
29/01/2010,13.0098,0.04905,71.46,30391.61,72.89,86.86696682,96.79132216,0.13,5.32
12/02/2010,12.9764,0.04885,72.9,31005.74,74.13,86.0471143,96.96785805,0.14,5.38
26/02/2010,12.7769,0.0492,77.59,31634.54,79.66,85.22726178,97.30024205,0.15,5.44
17/03/2010,12.4892,0.0492,81.96,32798.3,82.93,88.75978439,97.74502976,0.175,5.375
31/03/2010,12.3306,0.04915,82.7,33266.43,83.76,92.29230699,97.90225704,0.2,5.31
16/04/2010,12.2356,0.049495,85.99,33621.39,83.24,91.4370977,97.60090475,0.215,5.405
30/04/2010,12.2626,0.04955,87.44,32687.32,86.15,90.5818884,97.42298966,0.23,5.5
17/05/2010,12.6926,0.0495,75.1,31580.63,70.08,91.44103038,96.89889872,0.255,5.42
31/05/2010,12.9146,0.04965,74.65,32038.53,73.97,92.30017235,96.89545075,0.28,5.34
16/06/2010,12.5878,0.0494,78.14,32805.63,77.67,92.76566942,96.85338556,0.3,5.37
30/06/2010,12.8441,0.04955,75.01,31156.97,75.63,93.23116648,96.88096929,0.32,5.4
16/07/2010,12.9013,0.049175,75.37,31783.39,76.01,92.77997886,97.02440471,0.295,5.375
30/07/2010,12.6455,0.04935,78.18,32308.74,78.95,92.32879124,97.13129168,0.27,5.35
17/08/2010,12.5944,0.048899,76.93,32286.08,75.77,91.94553112,97.2843814,0.26,5.3
31/08/2010,13.1676,0.0488,74.64,31679.85,71.92,91.562271,97.4091978,0.25,5.25
15/09/2010,12.7793,0.0491,78.91,33046.69,76.02,91.05939243,97.80157641,0.245,5.215
30/09/2010,12.5998,0.048733,82.31,33330.34,79.97,90.55651385,97.91329053,0.24,5.18
15/10/2010,12.4276,0.04845,82.45,34741.54,81.25,92.20085038,98.38566198,0.235,5.11
29/10/2010,12.3387,0.048775,83.15,35568.22,81.43,93.8451869,98.53737251,0.23,5.04
16/11/2010,12.4353,0.0488,84.73,35648.21,82.34,94.90710983,99.20903643,0.23,5.1
30/11/2010,12.4664,0.04895,85.92,36817.32,84.11,95.96903276,99.29247723,0.23,5.16
17/12/2010,12.4345,0.04905,91.67,37997.34,88.02,95.78240985,99.48418418,0.23,5.155
31/12/2010,12.3496,0.04875,94.75,38550.79,91.38,95.59578693,100,0.23,5.15
17/01/2011,12.0299,0.04845,97.43,38096.91,91.38,92.90056175,100.174,0.235,5.13
31/01/2011,12.1519,0.0485,101.01,36982.24,92.19,90.20533656,100.282,0.24,5.11
14/02/2011,12.0461,0.04845,103.08,36998.93,84.81,89.3869192,100.488,0.235,5.08
28/02/2011,12.1062,0.048413,111.8,37019.7,96.97,88.56850183,100.72,0.23,5.05
17/03/2011,12.0925,0.0484,114.9,35621.68,101.42,92.19853653,100.769,0.23,5.05
31/03/2011,11.9084,0.04845,117.36,37440.51,106.72,95.82857122,100.824,0.23,5.05
15/04/2011,11.709,0.0483,123.45,36988.38,109.66,93.71421382,100.733,0.215,5.065
29/04/2011,11.5278,0.048599,125.89,36962.62,113.93,91.59985642,100.846,0.2,5.08
17/05/2011,11.766,0.048599,109.99,34819.57,96.91,93.77286586,100.09,0.18,5.06
31/05/2011,11.578,0.048449,116.73,35832.79,102.7,95.94587529,100.001,0.16,5.04
16/06/2011,11.9591,0.0482,114.02,35220.99,94.95,96.21705635,99.946,0.155,4.97
30/06/2011,11.723,0.04845,112.48,36558.07,95.42,96.48823741,100.135,0.15,4.9
15/07/2011,11.7178,0.0481,117.26,36155.86,97.24,95.85298844,100.451,0.145,4.91
29/07/2011,11.7425,0.04815,116.74,35999.34,95.7,95.21773946,100.592,0.14,4.92
17/08/2011,12.1651,0.04825,110.6,34049.58,87.58,95.87831242,100.678,0.15,4.86
31/08/2011,12.348,0.048,114.85,35721.1,88.81,96.53888537,100.682,0.16,4.8
15/09/2011,12.9127,0.0476,115.34,35181.44,89.4,95.32054778,100.895,0.15,4.775
30/09/2011,13.7994,0.047875,102.76,33503.28,79.2,94.10221018,100.958,0.14,4.75
17/10/2011,13.2952,0.047975,110.16,34125.7,86.38,95.77018764,101.577,0.145,4.765
31/10/2011,13.1802,0.047975,109.56,36159.99,93.19,97.43816509,101.64,0.15,4.78
16/11/2011,13.5847,0.047936,111.88,36708.41,102.59,99.2609191,102.622,0.145,4.775
30/11/2011,13.61,0.04795,110.52,36829.15,100.36,101.0836731,102.792,0.14,4.77
16/12/2011,13.845,0.048,103.35,36054.63,93.53,99.94986884,103.312,0.14,4.755
30/12/2011,13.9476,0.0479,107.38,37077.52,98.83,98.81606457,103.79,0.14,4.74
17/01/2012,13.4621,0.0479,111.53,36601.2,100.71,96.74611193,104.12,0.14,4.76
31/01/2012,13.0077,0.047925,110.98,37422.68,98.48,94.67615929,104.448,0.14,4.78
15/02/2012,12.7658,0.04785,118.93,37864.55,101.8,94.37836489,104.52,0.155,4.745
29/02/2012,12.7891,0.0478,122.66,37816.69,107.07,94.08057049,104.471,0.17,4.71
16/03/2012,12.6645,0.04765,125.81,38258.45,107.06,96.5870821,104.521,0.175,4.725
30/03/2012,12.8093,0.0477,122.88,39521.24,103.02,99.09359371,104.59,0.18,4.74
16/04/2012,13.2168,0.047557,118.68,39054.84,102.93,97.28729498,104.154,0.19,4.77
30/04/2012,12.9942,0.047475,119.47,39461,104.87,95.48099624,104.301,0.2,4.8
17/05/2012,13.7994,0.0476,107.49,37261.24,92.56,97.89900507,103.803,0.195,4.745
31/05/2012,14.3047,0.0476,101.87,37872.95,86.53,100.3170139,103.995,0.19,4.69
15/06/2012,13.9115,0.04765,97.61,37738.58,84.03,100.0022268,104.246,0.2,4.695
29/06/2012,13.4084,0.047651,97.8,40199.55,84.96,99.68743971,104.51,0.21,4.7
17/07/2012,13.2226,0.047837,104,41273.02,89.22,99.49960642,104.917,0.215,4.7
31/07/2012,13.2833,0.047788,104.92,40704.28,88.06,99.31177313,105.011,0.22,4.7
17/08/2012,13.1745,0.04785,113.71,40547.49,96.01,99.20560838,105.154,0.21,4.73
31/08/2012,13.2571,0.047925,114.57,39421.65,96.47,99.09944363,105.404,0.2,4.76
14/09/2012,12.7458,0.04797,116.66,40693.47,99,97.14407956,105.667,0.2,4.73
28/09/2012,12.8695,0.04805,112.39,40866.96,92.19,95.18871549,105.819,0.2,4.7
17/10/2012,12.7981,0.0482,113.22,42559.98,92.12,98.5226724,106.295,0.195,4.735
31/10/2012,13.0911,0.0483,108.7,41619.96,86.24,101.8566293,106.26,0.19,4.77
16/11/2012,13.2063,0.0484,108.95,40830.6,86.67,103.1195783,107.098,0.195,4.73
30/11/2012,12.9268,0.048475,111.23,41833.52,88.91,104.3825272,106.901,0.2,4.69
17/12/2012,12.7624,0.0484,107.64,43338.33,87.2,102.4544229,107.194,0.2,4.71
31/12/2012,12.9658,0.04845,111.11,43705.83,91.82,100.5263186,107.298,0.2,4.73
17/01/2013,12.5868,0.048447,111.1,44943.34,95.49,99.24466444,107.463,0.18,4.765
31/01/2013,12.7094,0.0484,115.55,45278.06,97.49,97.96301028,107.892,0.16,4.8
14/02/2013,12.6982,0.048255,118,43878.28,97.31,96.31572365,108.149,0.165,4.78
28/02/2013,12.7795,0.04799,111.38,44120.99,92.05,94.66843702,108.268,0.17,4.76
13/03/2013,12.3967,0.0434,108.52,43278.11,92.52,95.86312917,108.832,0.16,4.57
27/03/2013,12.3612,0.043475,109.69,44077.09,96.58,97.05782131,109.172,0.15,4.38
16/04/2013,12.1668,0.043375,99.91,43223.69,88.72,98.48367067,109.07,0.135,4.365
30/04/2013,12.1456,0.043275,102.37,42263.48,93.46,99.90952003,109.078,0.12,4.35
17/05/2013,12.3177,0.043139,104.64,41806.73,96.02,101.0914252,108.701,0.11,4.35
31/05/2013,12.8035,0.04304,100.39,41588.32,91.97,102.2733304,108.721,0.1,4.35
14/06/2013,12.6916,0.042971,105.93,39269.3,97.85,100.8943018,108.67,0.1,4.295
28/06/2013,13.0279,0.043144,102.16,40623.3,96.56,99.51527314,108.619,0.1,4.24
17/07/2013,12.5455,0.043165,108.61,40240.19,106.48,100.1608678,108.619,0.105,4.28
31/07/2013,12.8464,0.0432,107.7,40837.88,105.03,100.8064625,108.598,0.11,4.32
16/08/2013,12.8722,0.042975,110.4,42049.7,107.46,100.5394852,108.881,0.1,4.3
30/08/2013,13.3415,0.043038,114.01,39484.46,107.65,100.2725078,108.955,0.09,4.28
17/09/2013,12.9241,0.040356,108.19,41137.67,105.42,98.54075793,109.323,0.085,4.195
30/09/2013,13.1747,0.040327,108.37,40185.23,102.33,96.80900805,109.334,0.08,4.11
17/10/2013,12.7717,0.0401,109.11,40199.47,100.67,100.2425415,109.773,0.095,4
31/10/2013,13.0067,0.037781,108.84,41038.65,96.38,103.6760749,109.923,0.11,3.89
15/11/2013,12.9524,0.037775,108.5,41034.11,93.84,103.9599451,110.858,0.1,3.83
29/11/2013,13.1101,0.03802,109.69,42499.13,92.72,104.2438153,110.885,0.09,3.77
17/12/2013,12.9575,0.037932,108.44,41758.55,97.22,103.5242773,111.332,0.09,3.77
31/12/2013,13.0843,0.0379,110.8,42727.09,98.42,102.8047393,111.685,0.09,3.77
17/01/2014,13.2737,0.037825,106.48,41911.31,94.37,100.7628934,112.44,0.09,3.8
31/01/2014,13.3769,0.037761,106.4,40879.75,97.49,98.7210475,112.57,0.09,3.83
14/02/2014,13.2477,0.037915,109.08,40710.89,100.3,97.83371912,112.704,0.095,3.815
28/02/2014,13.2379,0.037917,109.07,38782.89,102.59,96.94639074,112.875,0.1,3.8
18/03/2014,13.1675,0.038075,106.79,38814.69,99.7,99.04335132,113.07,0.1,3.865
31/03/2014,13.0549,0.038125,107.76,40461.6,101.58,101.1403119,113.127,0.1,3.93
16/04/2014,13.0603,0.038085,109.6,40890.53,103.76,100.7493969,112.917,0.1,3.905
30/04/2014,13.0901,0.03795,108.07,40711.56,99.74,100.3584819,112.86,0.1,3.88
16/05/2014,12.9193,0.038075,109.75,41898.84,102.02,102.6529164,112.444,0.1,3.84
30/05/2014,12.8609,0.037858,109.41,41362.51,102.71,104.9473509,112.611,0.1,3.8
16/06/2014,13.0323,0.033118,112.94,42596.25,106.9,103.9039961,112.702,0.1,3.615
30/06/2014,12.9712,0.03305,112.36,42737.17,105.37,102.8606412,112.742,0.1,3.43
17/07/2014,12.9454,0.03297,107.89,43920.76,103.19,103.4757305,112.965,0.1,3.395
31/07/2014,13.2269,0.033075,106.02,43817.69,98.17,104.0908198,113.099,0.1,3.36
15/08/2014,13.0748,0.033025,103.53,44629.33,97.35,102.9512846,113.313,0.105,3.34
29/08/2014,13.0763,0.032975,103.19,45628.09,95.96,101.8117493,113.562,0.11,3.32
15/09/2014,13.2223,0.032926,96.65,45861.84,92.92,100.9363037,113.93,0.105,3.34
30/09/2014,13.433,0.032916,94.67,44985.66,91.16,100.060858,113.948,0.1,3.36
17/10/2014,13.5231,0.032835,86.16,43273.5,82.75,103.5050879,114.515,0.1,3.35
31/10/2014,13.4773,0.03281,85.86,45027.52,80.54,106.9493177,114.623,0.1,3.34
14/11/2014,13.5348,0.0328,79.41,43372.01,75.82,106.7261815,115.468,0.1,3.265
28/11/2014,13.8965,0.033085,70.15,44190.47,66.15,106.5030452,115.519,0.1,3.19
17/12/2014,14.6028,0.032996,61.18,41004.44,56.47,106.7830258,115.998,0.115,3.285
31/12/2014,14.7414,0.03311,57.33,43145.66,53.27,107.0630064,116.121,0.13,3.38
16/01/2015,14.6223,0.033025,50.17,41402.01,48.69,104.6828132,115.904,0.125,3.355
30/01/2015,14.9885,0.032875,52.99,40950.58,48.24,102.3026199,116.003,0.12,3.33
13/02/2015,14.8605,0.033029,61.52,43072.42,52.78,101.115647,116.125,0.12,3.345
27/02/2015,14.9553,0.032925,62.58,44190.17,49.76,99.92867412,116.222,0.12,3.36
17/03/2015,15.4271,0.033112,53.51,43761.36,43.46,102.3490803,116.431,0.115,3.405
31/03/2015,15.2647,0.032955,55.11,43724.78,47.6,104.7694865,116.862,0.11,3.45
16/04/2015,15.2455,0.03278,63.98,45480.23,56.71,104.2052076,116.335,0.105,3.43
30/04/2015,15.3714,0.032975,66.78,44582.39,59.63,103.6409287,116.356,0.1,3.41
15/05/2015,15.0225,0.033,66.81,45332.8,59.69,104.9060381,115.739,0.11,3.47
29/05/2015,15.3815,0.03295,65.56,44703.62,60.3,106.1711474,115.788,0.12,3.53
16/06/2015,15.4192,0.03305,63.7,44722.28,59.97,106.6294799,115.941,0.13,3.405
30/06/2015,15.6854,0.033025,63.59,45053.7,59.47,107.0878123,115.974,0.14,3.28
17/07/2015,15.9121,0.033025,57.1,45325.38,50.89,107.180078,116.083,0.135,3.32
31/07/2015,16.0772,0.033112,52.21,44752.93,47.12,107.2723436,116.174,0.13,3.36
17/08/2015,16.3993,0.0331,48.74,43953.48,41.87,106.3246572,116.308,0.155,3.34
31/08/2015,16.7829,0.0333,54.15,43721.96,49.2,105.3769707,116.438,0.18,3.32
15/09/2015,16.7716,0.033439,46.63,43269.62,44.59,105.1218386,116.811,0.2,3.39
30/09/2015,16.9053,0.03325,48.37,42632.54,45.09,104.8667064,116.807,0.22,3.46
16/10/2015,16.3959,0.033,50.46,44364.16,47.26,107.0830402,117.347,0.2,3.425
30/10/2015,16.5244,0.033,49.56,44542.76,46.59,109.299374,117.474,0.18,3.39
17/11/2015,16.757,0.03326,43.57,44184.65,40.67,109.1116684,118.086,0.19,3.485
30/11/2015,16.5856,0.033175,44.61,43418.55,41.65,108.9239628,118.017,0.2,3.58
17/12/2015,17.1,0.033825,37.06,43503.52,34.95,109.4082693,118.321,0.28,3.59
31/12/2015,17.2487,0.035475,37.28,42977.5,37.04,109.8925757,118.742,0.36,3.6
15/01/2016,18.2108,0.035543,28.94,40847.7,29.42,107.258352,118.774,0.415,3.62
29/01/2016,18.1935,0.035551,34.74,43630.77,33.62,104.6241282,119.194,0.47,3.64
15/02/2016,18.8471,0.035476,33.39,43205.91,29.04,104.7677639,119.534,0.47,3.755
29/02/2016,18.102,0.040501,35.97,43714.93,33.75,104.9113996,119.475,0.47,3.87
17/03/2016,17.4034,0.040647,41.54,45435.09,40.2,105.4767354,119.59,0.47,4.065
31/03/2016,17.237,0.04065,39.6,45881.08,38.34,106.0420712,119.771,0.47,4.26
15/04/2016,17.5669,0.04065,43.1,45536.52,40.36,106.7244346,119.358,0.475,4.19
29/04/2016,17.1767,0.04065,48.13,45784.77,45.92,107.4067979,119.247,0.48,4.12
17/05/2016,18.3217,0.04066,49.28,45872.18,48.31,108.3018016,118.67,0.48,4.145
31/05/2016,18.4118,0.04097,49.69,45459.45,49.1,109.1968053,118.869,0.48,4.17
16/06/2016,18.9968,0.041037,47.19,45225.4,46.21,109.7994208,118.896,0.485,4.235
30/06/2016,18.4646,0.041116,49.68,45966.49,48.33,110.4020363,118.906,0.49,4.3
15/07/2016,18.492,0.04589,47.61,46713.43,45.95,109.104698,119.236,0.475,4.505
29/07/2016,18.7837,0.045874,42.46,46660.67,41.6,107.8073596,119.187,0.46,4.71
17/08/2016,18.2598,0.045911,49.85,48258.93,46.79,108.4924748,119.561,0.48,4.755
31/08/2016,18.8611,0.04595,47.04,47541.32,44.7,109.17759,119.533,0.5,4.8
15/09/2016,19.2514,0.04595,46.59,45922.91,43.91,107.7433598,120.176,0.515,4.83
30/09/2016,19.3776,0.046683,49.06,47245.8,48.24,106.3091296,120.378,0.53,4.86
17/10/2016,18.8723,0.051115,51.52,47657.33,49.94,108.6362361,120.972,0.555,5.095
31/10/2016,18.8887,0.051103,48.3,48009.28,46.86,110.9633425,121.042,0.58,5.33
16/11/2016,20.2884,0.0531,46.63,44901.57,45.57,112.5222208,121.976,0.6,5.485
30/11/2016,20.5155,0.055738,50.47,45315.96,49.44,114.0810991,121.93,0.62,5.64
16/12/2016,20.428,0.056274,55.21,45121.39,51.9,113.8043436,122.437,0.68,6.28
30/12/2016,20.6194,0.061066,56.82,45642.9,53.72,113.527588,122.594,0.74,6.92
17/01/2017,21.5738,0.061186,55.47,46002.56,52.48,110.8616121,124.449,0.77,6.775
31/01/2017,20.7908,0.061525,55.7,47001.06,52.81,108.1956362,124.747,0.8,6.63
14/02/2017,20.3507,0.065871,55.97,47391.24,53.2,106.7242793,125.163,0.785,6.835
28/02/2017,19.9957,0.06605,55.59,46856.79,54.01,105.2529224,125.473,0.77,7.04
17/03/2017,19.117,0.066336,51.76,48593.44,48.78,108.5015256,125.913,0.82,7.12
31/03/2017,18.7955,0.066796,52.83,48541.56,50.6,111.7501288,126.26,0.87,7.2
12/04/2017,18.7528,0.068559,55.86,48955.82,53.11,109.0771614,126.07,0.895,7.235
28/04/2017,18.9594,0.068925,51.73,49261.33,49.33,106.404194,126.414,0.92,7.27
17/05/2017,18.6761,0.068876,52.21,48747.95,49.07,109.532677,125.987,0.935,7.285
31/05/2017,18.6909,0.071471,50.31,48788.44,48.32,112.6611599,126.195,0.95,7.3
16/06/2017,17.9321,0.07185,47.37,49221.03,44.74,112.8511941,126.386,1.025,7.35
30/06/2017,18.0626,0.0736,47.92,49857.49,46.04,113.0412282,126.429,1.1,7.4
17/07/2017,17.5836,0.073612,48.42,51332.29,46.02,110.9665823,126.727,1.135,7.335
31/07/2017,17.8646,0.073811,52.65,51011.88,50.17,108.8919363,127.046,1.17,7.27
17/08/2017,17.7324,0.073781,51.03,50994.18,47.09,110.3009024,127.438,1.175,7.37
31/08/2017,17.8145,0.073825,52.38,51210.48,47.23,111.7098685,127.587,1.18,7.47
15/09/2017,17.6857,0.073765,55.62,49921.84,49.89,109.2617653,128.022,1.18,7.475
29/09/2017,18.159,0.073794,57.54,50346.06,51.67,106.8136621,127.801,1.18,7.48
17/10/2017,19.0117,0.073765,57.88,50140.52,51.88,109.729372,128.592,1.195,7.48
31/10/2017,19.1478,0.073825,61.37,48625.53,54.38,112.6450818,128.841,1.21,7.48
16/11/2017,19.1224,0.073806,61.36,47747.69,55.14,114.2272329,130.02,1.245,7.465
30/11/2017,18.6229,0.073875,63.57,47092.45,57.4,115.809384,130.067,1.28,7.45
15/12/2017,19.1289,0.0746,63.23,48081.55,57.3,115.3164071,130.633,1.355,7.765
29/12/2017,19.6629,0.076241,66.87,49354.42,60.42,114.8234301,130.993,1.43,8.08
